"Plot Title: Sellke Leeward 1"
"#","Date Time, GMT-04:00","Temp, °C (LGR S/N: 20641410, SEN S/N: 20641410)","Intensity, Lux (LGR S/N: 20641410, SEN S/N: 20641410)","Coupler Attached (LGR S/N: 20641410)","Host Connected (LGR S/N: 20641410)","Stopped (LGR S/N: 20641410)","End Of File (LGR S/N: 20641410)"
1,03/20/24 05:00:00 PM,22.429,0.0,,,,
2,03/20/24 05:30:00 PM,22.429,0.0,,,,
3,03/20/24 06:00:00 PM,22.142,0.0,,,,
4,03/20/24 06:30:00 PM,21.855,0.0,,,,
5,03/20/24 07:00:00 PM,21.664,0.0,,,,
6,03/20/24 07:30:00 PM,21.855,0.0,,,,
7,03/20/24 08:00:00 PM,22.046,0.0,,,,
8,03/20/24 08:30:00 PM,22.142,0.0,,,,
9,03/20/24 09:00:00 PM,22.238,0.0,,,,
10,03/20/24 09:30:00 PM,22.046,0.0,,,,
11,03/20/24 10:00:00 PM,21.760,0.0,,,,
12,03/20/24 10:30:00 PM,21.855,0.0,,,,
13,03/20/24 11:00:00 PM,22.046,0.0,,,,
14,03/20/24 11:30:00 PM,22.142,0.0,,,,
15,03/21/24 12:00:00 AM,22.142,0.0,,,,
16,03/21/24 12:30:00 AM,22.238,0.0,,,,
17,03/21/24 01:00:00 AM,22.238,0.0,,,,
18,03/21/24 01:30:00 AM,21.855,0.0,,,,
19,03/21/24 02:00:00 AM,21.760,0.0,,,,
20,03/21/24 02:30:00 AM,21.951,0.0,,,,
21,03/21/24 03:00:00 AM,22.046,0.0,,,,
22,03/21/24 03:30:00 AM,22.142,0.0,,,,
23,03/21/24 04:00:00 AM,22.238,0.0,,,,
24,03/21/24 04:30:00 AM,22.142,0.0,,,,
25,03/21/24 05:00:00 AM,21.855,0.0,,,,
26,03/21/24 05:30:00 AM,21.760,0.0,,,,
27,03/21/24 06:00:00 AM,22.046,0.0,,,,
28,03/21/24 06:30:00 AM,22.142,0.0,,,,
29,03/21/24 07:00:00 AM,22.238,0.0,,,,
30,03/21/24 07:30:00 AM,22.333,0.0,,,,
31,03/21/24 08:00:00 AM,27.075,0.0,,,,
32,03/21/24 08:30:00 AM,27.665,107.6,,,,
33,03/21/24 09:00:00 AM,32.911,602.8,,,,
34,03/21/24 09:30:00 AM,27.567,21.5,,,,
35,03/21/24 10:00:00 AM,28.258,0.0,,,,
36,03/21/24 10:30:00 AM,27.567,0.0,,,,
37,03/21/24 11:00:00 AM,27.764,0.0,,,,
38,03/21/24 11:30:00 AM,27.862,0.0,,,,
39,03/21/24 12:00:00 PM,24.931,0.0,,,,
40,03/21/24 12:30:00 PM,23.292,0.0,,,,
41,03/21/24 01:00:00 PM,22.333,0.0,,,,
42,03/21/24 01:30:00 PM,21.760,0.0,,,,
43,03/21/24 02:00:00 PM,21.378,0.0,,,,
44,03/21/24 02:30:00 PM,21.091,0.0,,,,
45,03/21/24 03:00:00 PM,20.901,0.0,,,,
46,03/21/24 03:30:00 PM,20.710,0.0,,,,
47,03/21/24 04:00:00 PM,20.519,0.0,,,,
48,03/21/24 04:30:00 PM,20.424,0.0,,,,
49,03/21/24 05:00:00 PM,20.424,0.0,,,,
50,03/21/24 05:30:00 PM,20.329,0.0,,,,
51,03/21/24 06:00:00 PM,20.234,0.0,,,,
52,03/21/24 06:30:00 PM,20.424,0.0,,,,
53,03/21/24 07:00:00 PM,20.329,0.0,,,,
54,03/21/24 07:30:00 PM,20.138,0.0,,,,
55,03/21/24 08:00:00 PM,20.138,0.0,,,,
56,03/21/24 08:30:00 PM,20.043,0.0,,,,
57,03/21/24 09:00:00 PM,20.043,0.0,,,,
58,03/21/24 09:30:00 PM,20.138,0.0,,,,
59,03/21/24 10:00:00 PM,20.329,0.0,,,,
60,03/21/24 10:30:00 PM,20.234,0.0,,,,
61,03/21/24 11:00:00 PM,20.234,0.0,,,,
62,03/21/24 11:30:00 PM,20.138,0.0,,,,
63,03/22/24 12:00:00 AM,20.138,0.0,,,,
64,03/22/24 12:30:00 AM,20.043,0.0,,,,
65,03/22/24 01:00:00 AM,20.234,0.0,,,,
66,03/22/24 01:30:00 AM,20.424,0.0,,,,
67,03/22/24 02:00:00 AM,20.329,0.0,,,,
68,03/22/24 02:30:00 AM,20.329,0.0,,,,
69,03/22/24 03:00:00 AM,20.329,0.0,,,,
70,03/22/24 03:30:00 AM,20.329,0.0,,,,
71,03/22/24 04:00:00 AM,20.234,0.0,,,,
72,03/22/24 04:30:00 AM,20.519,0.0,,,,
73,03/22/24 05:00:00 AM,20.519,0.0,,,,
74,03/22/24 05:30:00 AM,20.519,0.0,,,,
75,03/22/24 06:00:00 AM,20.424,0.0,,,,
76,03/22/24 06:30:00 AM,20.519,0.0,,,,
77,03/22/24 07:00:00 AM,20.424,0.0,,,,
78,03/22/24 07:30:00 AM,20.710,0.0,,,,
79,03/22/24 08:00:00 AM,20.710,0.0,,,,
80,03/22/24 08:30:00 AM,20.615,0.0,,,,
81,03/22/24 09:00:00 AM,20.710,0.0,,,,
82,03/22/24 09:30:00 AM,20.805,0.0,,,,
83,03/22/24 10:00:00 AM,20.901,0.0,,,,
84,03/22/24 10:30:00 AM,20.901,0.0,,,,
85,03/22/24 11:00:00 AM,20.901,0.0,,,,
86,03/22/24 11:30:00 AM,20.901,0.0,,,,
87,03/22/24 12:00:00 PM,20.901,0.0,,,,
88,03/22/24 12:30:00 PM,20.901,0.0,,,,
89,03/22/24 01:00:00 PM,20.901,0.0,,,,
90,03/22/24 01:30:00 PM,20.901,0.0,,,,
91,03/22/24 02:00:00 PM,20.901,0.0,,,,
92,03/22/24 02:30:00 PM,20.901,0.0,,,,
93,03/22/24 03:00:00 PM,20.901,0.0,,,,
94,03/22/24 03:30:00 PM,20.901,0.0,,,,
95,03/22/24 04:00:00 PM,20.901,0.0,,,,
96,03/22/24 04:30:00 PM,21.282,0.0,,,,
97,03/22/24 05:00:00 PM,21.282,0.0,,,,
98,03/22/24 05:30:00 PM,21.664,0.0,,,,
99,03/22/24 06:00:00 PM,22.046,0.0,,,,
100,03/22/24 06:30:00 PM,22.142,0.0,,,,
101,03/22/24 07:00:00 PM,21.855,0.0,,,,
102,03/22/24 07:30:00 PM,21.569,0.0,,,,
103,03/22/24 08:00:00 PM,21.569,0.0,,,,
104,03/22/24 08:30:00 PM,21.951,0.0,,,,
105,03/22/24 09:00:00 PM,22.046,0.0,,,,
106,03/22/24 09:30:00 PM,22.142,0.0,,,,
107,03/22/24 10:00:00 PM,22.142,0.0,,,,
108,03/22/24 10:30:00 PM,21.760,0.0,,,,
109,03/22/24 11:00:00 PM,21.569,0.0,,,,
110,03/22/24 11:30:00 PM,21.855,0.0,,,,
111,03/23/24 12:00:00 AM,22.046,0.0,,,,
112,03/23/24 12:30:00 AM,22.142,0.0,,,,
113,03/23/24 01:00:00 AM,22.238,0.0,,,,
114,03/23/24 01:30:00 AM,22.238,0.0,,,,
115,03/23/24 02:00:00 AM,21.855,0.0,,,,
116,03/23/24 02:30:00 AM,21.664,0.0,,,,
117,03/23/24 03:00:00 AM,21.951,0.0,,,,
118,03/23/24 03:30:00 AM,22.142,0.0,,,,
119,03/23/24 04:00:00 AM,22.238,0.0,,,,
120,03/23/24 04:30:00 AM,22.333,0.0,,,,
121,03/23/24 05:00:00 AM,22.142,0.0,,,,
122,03/23/24 05:30:00 AM,21.664,0.0,,,,
123,03/23/24 06:00:00 AM,21.760,0.0,,,,
124,03/23/24 06:30:00 AM,22.046,0.0,,,,
125,03/23/24 07:00:00 AM,22.238,0.0,,,,
126,03/23/24 07:30:00 AM,22.333,0.0,,,,
127,03/23/24 08:00:00 AM,22.333,0.0,,,,
128,03/23/24 08:30:00 AM,21.951,0.0,,,,
129,03/23/24 09:00:00 AM,21.664,0.0,,,,
130,03/23/24 09:30:00 AM,21.760,0.0,,,,
131,03/23/24 10:00:00 AM,22.046,0.0,,,,
132,03/23/24 10:30:00 AM,22.238,0.0,,,,
133,03/23/24 11:00:00 AM,21.855,0.0,,,,
134,03/23/24 11:30:00 AM,21.664,0.0,,,,
135,03/23/24 12:00:00 PM,21.473,0.0,,,,
136,03/23/24 12:30:00 PM,21.378,0.0,,,,
137,03/23/24 01:00:00 PM,21.664,0.0,,,,
138,03/23/24 01:30:00 PM,21.951,0.0,,,,
139,03/23/24 02:00:00 PM,22.046,0.0,,,,
140,03/23/24 02:30:00 PM,21.760,0.0,,,,
141,03/23/24 03:00:00 PM,21.473,0.0,,,,
142,03/23/24 03:30:00 PM,21.378,0.0,,,,
143,03/23/24 04:00:00 PM,21.664,0.0,,,,
144,03/23/24 04:30:00 PM,21.855,0.0,,,,
145,03/23/24 05:00:00 PM,22.046,0.0,,,,
146,03/23/24 05:30:00 PM,21.855,0.0,,,,
147,03/23/24 06:00:00 PM,21.473,0.0,,,,
148,03/23/24 06:30:00 PM,21.473,0.0,,,,
149,03/23/24 07:00:00 PM,21.855,0.0,,,,
150,03/23/24 07:30:00 PM,21.951,0.0,,,,
151,03/23/24 08:00:00 PM,22.046,0.0,,,,
152,03/23/24 08:30:00 PM,22.046,0.0,,,,
153,03/23/24 09:00:00 PM,21.569,0.0,,,,
154,03/23/24 09:30:00 PM,21.569,0.0,,,,
155,03/23/24 10:00:00 PM,21.855,0.0,,,,
156,03/23/24 10:30:00 PM,22.046,0.0,,,,
157,03/23/24 11:00:00 PM,22.142,0.0,,,,
158,03/23/24 11:30:00 PM,22.142,0.0,,,,
159,03/24/24 12:00:00 AM,22.046,0.0,,,,
160,03/24/24 12:30:00 AM,21.664,0.0,,,,
161,03/24/24 01:00:00 AM,21.664,0.0,,,,
162,03/24/24 01:30:00 AM,21.951,0.0,,,,
163,03/24/24 02:00:00 AM,22.142,0.0,,,,
164,03/24/24 02:30:00 AM,22.142,0.0,,,,
165,03/24/24 03:00:00 AM,22.238,0.0,,,,
166,03/24/24 03:30:00 AM,22.238,0.0,,,,
167,03/24/24 04:00:00 AM,21.855,0.0,,,,
168,03/24/24 04:30:00 AM,21.664,0.0,,,,
169,03/24/24 05:00:00 AM,21.951,0.0,,,,
170,03/24/24 05:30:00 AM,22.142,0.0,,,,
171,03/24/24 06:00:00 AM,22.238,0.0,,,,
172,03/24/24 06:30:00 AM,22.238,0.0,,,,
173,03/24/24 07:00:00 AM,22.333,0.0,,,,
174,03/24/24 07:30:00 AM,21.951,0.0,,,,
175,03/24/24 08:00:00 AM,21.664,0.0,,,,
176,03/24/24 08:30:00 AM,21.951,0.0,,,,
177,03/24/24 09:00:00 AM,22.142,0.0,,,,
178,03/24/24 09:30:00 AM,22.238,0.0,,,,
179,03/24/24 10:00:00 AM,21.855,0.0,,,,
180,03/24/24 10:30:00 AM,21.664,0.0,,,,
181,03/24/24 11:00:00 AM,21.569,0.0,,,,
182,03/24/24 11:30:00 AM,21.855,0.0,,,,
183,03/24/24 12:00:00 PM,22.046,0.0,,,,
184,03/24/24 12:30:00 PM,22.142,0.0,,,,
185,03/24/24 01:00:00 PM,21.760,0.0,,,,
186,03/24/24 01:30:00 PM,21.473,0.0,,,,
187,03/24/24 02:00:00 PM,21.378,0.0,,,,
188,03/24/24 02:30:00 PM,21.473,0.0,,,,
189,03/24/24 03:00:00 PM,21.760,0.0,,,,
190,03/24/24 03:30:00 PM,21.951,0.0,,,,
191,03/24/24 04:00:00 PM,22.046,0.0,,,,
192,03/24/24 04:30:00 PM,21.664,0.0,,,,
193,03/24/24 05:00:00 PM,21.473,0.0,,,,
194,03/24/24 05:30:00 PM,21.378,0.0,,,,
195,03/24/24 06:00:00 PM,21.760,0.0,,,,
196,03/24/24 06:30:00 PM,21.951,0.0,,,,
197,03/24/24 07:00:00 PM,22.046,0.0,,,,
198,03/24/24 07:30:00 PM,21.951,0.0,,,,
199,03/24/24 08:00:00 PM,21.569,0.0,,,,
200,03/24/24 08:30:00 PM,21.569,0.0,,,,
201,03/24/24 09:00:00 PM,21.855,0.0,,,,
202,03/24/24 09:30:00 PM,22.046,0.0,,,,
203,03/24/24 10:00:00 PM,22.142,0.0,,,,
204,03/24/24 10:30:00 PM,22.142,0.0,,,,
205,03/24/24 11:00:00 PM,21.951,0.0,,,,
206,03/24/24 11:30:00 PM,21.569,0.0,,,,
207,03/25/24 12:00:00 AM,21.760,0.0,,,,
208,03/25/24 12:30:00 AM,22.046,0.0,,,,
209,03/25/24 01:00:00 AM,22.142,0.0,,,,
210,03/25/24 01:30:00 AM,22.142,0.0,,,,
211,03/25/24 02:00:00 AM,22.238,0.0,,,,
212,03/25/24 02:30:00 AM,22.142,0.0,,,,
213,03/25/24 03:00:00 AM,21.760,0.0,,,,
214,03/25/24 03:30:00 AM,21.760,0.0,,,,
215,03/25/24 04:00:00 AM,22.046,0.0,,,,
216,03/25/24 04:30:00 AM,22.142,0.0,,,,
217,03/25/24 05:00:00 AM,22.238,0.0,,,,
218,03/25/24 05:30:00 AM,22.333,0.0,,,,
219,03/25/24 06:00:00 AM,22.333,0.0,,,,
220,03/25/24 06:30:00 AM,21.855,0.0,,,,
221,03/25/24 07:00:00 AM,21.664,0.0,,,,
222,03/25/24 07:30:00 AM,22.046,0.0,,,,
223,03/25/24 08:00:00 AM,22.238,0.0,,,,
224,03/25/24 08:30:00 AM,22.142,0.0,,,,
225,03/25/24 09:00:00 AM,21.855,75.3,,,,
226,03/25/24 09:30:00 AM,22.046,193.8,,,,
227,03/25/24 10:00:00 AM,22.142,183.0,,,,
228,03/25/24 10:30:00 AM,22.525,139.9,,,,
229,03/25/24 11:00:00 AM,22.908,183.0,,,,
230,03/25/24 11:30:00 AM,22.621,139.9,,,,
231,03/25/24 12:00:00 PM,22.525,193.8,,,,
232,03/25/24 12:30:00 PM,22.429,129.2,,,,
233,03/25/24 01:00:00 PM,22.142,0.0,,,,
234,03/25/24 01:30:00 PM,22.142,139.9,,,,
235,03/25/24 02:00:00 PM,22.333,193.8,,,,
236,03/25/24 02:30:00 PM,22.333,150.7,,,,
237,03/25/24 03:00:00 PM,22.525,150.7,,,,
238,03/25/24 03:30:00 PM,22.621,96.9,,,,
239,03/25/24 04:00:00 PM,22.525,150.7,,,,
240,03/25/24 04:30:00 PM,22.717,0.0,,,,
241,03/25/24 05:00:00 PM,22.046,0.0,,,,
242,03/25/24 05:30:00 PM,21.760,0.0,,,,
243,03/25/24 06:00:00 PM,21.664,0.0,,,,
244,03/25/24 06:30:00 PM,21.855,0.0,,,,
245,03/25/24 07:00:00 PM,22.046,0.0,,,,
246,03/25/24 07:30:00 PM,22.142,0.0,,,,
247,03/25/24 08:00:00 PM,21.951,0.0,,,,
248,03/25/24 08:30:00 PM,21.760,0.0,,,,
249,03/25/24 09:00:00 PM,21.664,0.0,,,,
250,03/25/24 09:30:00 PM,21.760,0.0,,,,
251,03/25/24 10:00:00 PM,21.951,0.0,,,,
252,03/25/24 10:30:00 PM,22.142,0.0,,,,
